,Region,Year,WineType,Production_Hectoliters,Area_Hectares,Population,Area,Yield_Hl_Ha
1023,Piedmont,2016,Pinot Grigio (White),39470.0,484.0,4200000,North,81.5
1024,Piedmont,2016,Primitivo (Red),31265.0,394.0,4200000,North,79.4
1025,Piedmont,2016,Montepulciano (Red),30666.0,392.0,4200000,North,78.2
1026,Piedmont,2017,Sangiovese (Red),15276.0,313.0,4200000,North,48.8
1027,Piedmont,2017,Nebbiolo (Red),376450.0,8723.0,4200000,North,43.2
1028,Piedmont,2017,Glera (Prosecco/Sparkling),49549.0,495.0,4200000,North,100.1
1029,Piedmont,2017,Pinot Grigio (White),26921.0,360.0,4200000,North,74.8
1030,Piedmont,2017,Primitivo (Red),18658.0,319.0,4200000,North,58.5
1031,Piedmont,2017,Montepulciano (Red),35177.0,429.0,4200000,North,82.0
1032,Piedmont,2018,Sangiovese (Red),25542.0,372.0,4200000,North,68.7
1033,Piedmont,2018,Nebbiolo (Red),530229.0,12934.0,4200000,North,41.0
1034,Piedmont,2018,Glera (Prosecco/Sparkling),69536.0,549.0,4200000,North,
1035,Piedmont,2018,Pinot Grigio (White),29508.0,374.0,4200000,North,78.9
1036,Piedmont,2018,Primitivo (Red),40392.0,525.0,4200000,North,76.9
1037,Piedmont,2018,Montepulciano (Red),28396.0,334.0,4200000,North,85.0
1038,Piedmont,2019,Sangiovese (Red),17729.0,225.0,4200000,North,78.8
1039,Piedmont,2019,Nebbiolo (Red),204938.0,,4200000,North,46.5
1040,Piedmont,2019,Glera (Prosecco/Sparkling),59256.0,520.0,4200000,North,114.0
1041,Piedmont,2019,Pinot Grigio (White),28827.0,341.0,4200000,North,84.5
1042,Piedmont,2019,Primitivo (Red),35388.0,410.0,4200000,North,86.3
1043,Piedmont,2019,Montepulciano (Red),246287.3015001655,450.0,4200000,North,80.5
1044,Piedmont,2020,Sangiovese (Red),44601.0,559.0,4200000,North,79.8
1045,Piedmont,2020,Nebbiolo (Red),283626.0,6013.0,4200000,North,47.2
1046,Piedmont,2020,Glera (Prosecco/Sparkling),80603.0,642.0,4200000,North,125.5
1047,Piedmont,2020,Pinot Grigio (White),25568.0,328.0,4200000,North,
1048,Piedmont,2020,Primitivo (Red),37785.0,489.0,4200000,North,77.3
1049,Piedmont,2020,Montepulciano (Red),37581.0,534.0,4200000,North,70.4
1050,Piedmont,2021,Sangiovese (Red),35770.0,583.0,4200000,North,61.4
1051,Piedmont,2021,Nebbiolo (Red),415165.0,,4200000,North,50.7
1052,Piedmont,2021,glera (prosecco/sparkling),101499.0,795.0,4200000,North,
1053,Piedmont,2021,Pinot Grigio (White),22621.0,,4200000,North,77.2
1054,Piedmont,2021,Primitivo (Red),17938.0,251.0,4200000,North,
1055,Piedmont,2021,Montepulciano (Red),30923.0,421.0,4200000,North,73.5
1056,Piedmont,2022,Sangiovese (Red),24671.0,442.0,4200000,North,55.8
1057,Piedmont,2022,Nebbiolo (Red),393965.0,7813.0,4200000,North,50.4
1058,Piedmont,2022,glera (prosecco/sparkling),52813.0,584.0,4200000,North,90.4
1059,Piedmont,2022,Pinot Grigio (White),52810.0,538.0,4200000,North,98.2
1060,Piedmont,2022,Primitivo (Red),29848.0,329.0,4200000,North,
1061,Piedmont,2022,montepulciano (red),38649.0,425.0,4200000,North,90.9
1062,Piedmont,2023,Sangiovese (Red),104730.37729143926,327.0,4200000,North,47.1
1063,Piedmont,2023,Nebbiolo (Red),193531.0,6679.0,4200000,North,29.0
1064,Piedmont,2023,Glera (Prosecco/Sparkling),52751.0,650.0,4200000,North,81.2
1065,Piedmont,2023,Pinot Grigio (White),22199.0,415.0,4200000,North,53.5
1066,Piedmont,2023,Primitivo (Red),21029.0,270.0,4200000,North,77.9
1067,Piedmont,2023,Montepulciano (Red),28377.0,,4200000,North,57.9
1068,Piedmont,2024,Sangiovese (Red),34762.0,597.0,4200000,North,58.2
1069,Piedmont,2024,nebbiolo (red),657488.0,12632.0,4200000,North,
1070,Piedmont,2024,Glera (Prosecco/Sparkling),30922.0,,4200000,North,98.5
1071,Piedmont,2024,Pinot Grigio (White),42968.0,452.0,4200000,North,95.1
1072,piedmont,2024,Primitivo (Red),28141.0,291.0,4200000,North,96.7
1073,Piedmont,2024,Montepulciano (Red),37382.0,478.0,4200000,North,78.2
1074,Piedmont,2025,Sangiovese (Red),28486.0,450.0,4200000,North,63.3
1075,Piedmont,2025,Nebbiolo (Red),247275.0,,4200000,North,50.9
1076,Piedmont,2025,Glera (Prosecco/Sparkling),28108.0,282.0,4200000,North,99.7
1077,Piedmont,2025,Pinot Grigio (White),39142.0,450.0,4200000,North,87.0
1078,Piedmont,2025,Primitivo (Red),29978.0,476.0,4200000,North,63.0
1079,Piedmont,2025,Montepulciano (Red),23726.0,249.0,4200000,North,95.3
1080,Apulia,2011,Sangiovese (Red),42944.0,568.0,3900000,South,75.6
1081,Apulia,2011,Nebbiolo (Red),33873.0,746.0,3900000,South,45.4
1082,Apulia,2011,Glera (Prosecco/Sparkling),30177.0,,3900000,South,76.0
1083,Apulia,2011,Pinot Grigio (White),42188.0,548.0,3900000,South,77.0
1084,Apulia,2011,Primitivo (Red),774955.0,,3900000,South,85.4
1085,Apulia,2011,Montepulciano (Red),762070.0,9167.0,3900000,South,83.1
1086,Apulia,2012,Sangiovese (Red),43351.0,632.0,3900000,South,68.6
1087,apulia,2012,Nebbiolo (Red),26531.0,584.0,3900000,South,45.4
1088,Apulia,2012,Glera (Prosecco/Sparkling),71695.0,730.0,3900000,South,98.2
1089,Apulia,2012,Pinot Grigio (White),74472.0,784.0,3900000,South,95.0
1090,Apulia,2012,Primitivo (Red),579199.0,7919.0,3900000,South,73.1
1091,Apulia,2012,Montepulciano (Red),773636.0,8608.0,3900000,South,89.9
1092,Apulia,2013,Sangiovese (Red),33680.0,693.0,3900000,South,48.6
1093,Apulia,2013,Nebbiolo (Red),33843.0,675.0,3900000,South,50.1
1094,Apulia,2013,Glera (Prosecco/Sparkling),36839.0,,3900000,South,101.5
1095,Apulia,2013,Pinot Grigio (White),32819.0,455.0,3900000,South,72.1
1096,Apulia,2013,Primitivo (Red),660742.0,,3900000,South,76.8
1097,Apulia,2013,Montepulciano (Red),707860.0,8685.0,3900000,South,81.5
1098,Apulia,2014,Sangiovese (Red),33238.0,547.0,3900000,South,60.8
1099,Apulia,2014,Nebbiolo (Red),,,3900000,South,53.1
1100,Apulia,2014,Glera (Prosecco/Sparkling),103828.0,942.0,3900000,South,110.2
1101,Apulia,2014,Pinot Grigio (White),61995.0,709.0,3900000,South,87.4
1102,Apulia,2014,Primitivo (Red),897966.0,11054.0,3900000,South,81.2
1103,Apulia,2014,Montepulciano (Red),982060.0,12371.0,3900000,South,79.4
1104,Apulia,2015,Sangiovese (Red),40726.0,512.0,3900000,South,79.5
1105,Apulia,2015,Nebbiolo (Red),29227.0,592.0,3900000,South,49.4
1106,Apulia,2015,Glera (Prosecco/Sparkling),85885.0,,3900000,South,111.7
1107,Apulia,2015,Pinot Grigio (White),59221.0,674.0,3900000,South,87.9
1108,Apulia,2015,Primitivo (Red),866928.0,,3900000,South,86.0
1109,Apulia,2015,Montepulciano (Red),683374.0,10146.0,3900000,South,67.4
1110,Apulia,2016,Sangiovese (Red),41834.0,612.0,3900000,South,68.4
1111,Apulia,2016,Nebbiolo (Red),241503.04443617398,,3900000,South,42.1
1112,Apulia,2016,Glera (Prosecco/Sparkling),96841.0,828.0,3900000,South,117.0
1113,Apulia,2016,Pinot Grigio (White),54580.0,630.0,3900000,South,86.6
1114,Apulia,2016,Primitivo (Red),709752.0,9070.0,3900000,South,78.3
1115,Apulia,2016,Montepulciano (Red),693884.0,9443.0,3900000,South,73.5
1116,Apulia,2017,Sangiovese (Red),26857.0,656.0,3900000,South,40.9
1117,Apulia,2017,Nebbiolo (Red),21416.0,541.0,3900000,South,39.6
1118,Apulia,2017,Glera (Prosecco/Sparkling),79460.0,814.0,3900000,South,97.6
1119,Apulia,2017,Pinot Grigio (White),32165.0,428.0,3900000,South,
1120,Apulia,2017,Primitivo (Red),953260.0,12006.0,3900000,South,79.4
1121,Apulia,2017,Montepulciano (Red),595919.0,,3900000,South,68.0
1122,Apulia,2018,Sangiovese (Red),37373.0,527.0,3900000,South,70.9
1123,Apulia,2018,Nebbiolo (Red),27194.0,599.0,3900000,South,
1124,Apulia,2018,Glera (Prosecco/Sparkling),531202.0421363079,744.0,3900000,South,105.1
1125,Apulia,2018,Pinot Grigio (White),45220.0,452.0,3900000,South,100.0
1126,Apulia,2018,Primitivo (Red),560181.0,6333.0,3900000,South,88.5
1127,Apulia,2018,Montepulciano (Red),469631.0,5312.0,3900000,South,88.4
1128,Apulia,2019,sangiovese (red),41109.0,654.0,3900000,South,62.9
1129,Apulia,2019,Nebbiolo (Red),24029.0,497.0,3900000,South,48.3
1130,Apulia,2019,Glera (Prosecco/Sparkling),98063.0,848.0,3900000,South,115.6
1131,Apulia,2019,Pinot Grigio (White),63806.0,755.0,3900000,South,84.5
1132,Apulia,2019,Primitivo (Red),,9595.0,3900000,South,66.9
1133,Apulia,2019,Montepulciano (Red),739974.0,9579.0,3900000,South,77.2
1134,Apulia,2020,Sangiovese (Red),9796.0,158.0,3900000,South,62.0
1135,Apulia,2020,Nebbiolo (Red),23605.0,653.0,3900000,South,36.1
1136,Apulia,2020,Glera (Prosecco/Sparkling),129115.0,1135.0,3900000,South,113.8
1137,Apulia,2020,Pinot Grigio (White),48301.0,547.0,3900000,South,88.3
1138,Apulia,2020,Primitivo (Red),445258.0,7517.0,3900000,South,59.2
1139,Apulia,2020,Montepulciano (Red),898446.0,11759.0,3900000,South,76.4
1140,Apulia,2021,Sangiovese (Red),30833.0,433.0,3900000,South,71.2
1141,Apulia,2021,Nebbiolo (Red),26699.0,523.0,3900000,South,
1142,Apulia,2021,Glera (Prosecco/Sparkling),55111.0,530.0,3900000,South,104.0
1143,Apulia,2021,Pinot Grigio (White),,721.0,3900000,South,99.7
1144,Apulia,2021,Primitivo (Red),557241.0,7737.0,3900000,South,72.0
1145,Apulia,2021,Montepulciano (Red),853198.0,,3900000,South,73.6
1146,Apulia,2022,Sangiovese (Red),62674.0,787.0,3900000,South,79.6
1147,Apulia,2022,Nebbiolo (Red),22194.0,571.0,3900000,South,38.9
1148,Apulia,2022,Glera (Prosecco/Sparkling),42146.0,482.0,3900000,South,87.4
1149,apulia,2022,Pinot Grigio (White),66770.0,725.0,3900000,South,92.1
1150,Apulia,2022,Primitivo (Red),895655.0,,3900000,South,78.8
1151,Apulia,2022,Montepulciano (Red),977611.0,11115.0,3900000,South,88.0
1152,Apulia,2023,Sangiovese (Red),22406.0,481.0,3900000,South,46.6
1153,Apulia,2023,Nebbiolo (Red),23053.0,633.0,3900000,South,36.4
1154,Apulia,2023,Glera (Prosecco/Sparkling),89397.0,,3900000,South,93.4
1155,Apulia,2023,Pinot Grigio (White),66663.0,750.0,3900000,South,88.9
1156,Apulia,2023,Primitivo (Red),905134.0,11904.0,3900000,South,76.0
1157,Apulia,2023,Montepulciano (Red),631110.0,10459.0,3900000,South,60.3
1158,Apulia,2024,sangiovese (red),32190.0,453.0,3900000,South,71.1
1159,Apulia,2024,Nebbiolo (Red),22475.0,436.0,3900000,South,51.5
1160,apulia,2024,Glera (Prosecco/Sparkling),91079.0,928.0,3900000,South,98.1
1161,Apulia,2024,Pinot Grigio (White),41586.0,604.0,3900000,South,68.9
1162,Apulia,2024,Primitivo (Red),468049.0,8245.0,3900000,South,56.8
1163,Apulia,2024,Montepulciano (Red),635535.0,7771.0,3900000,South,81.8
1164,Apulia,2025,Sangiovese (Red),35569.0,443.0,3900000,South,80.3
1165,Apulia,2025,Nebbiolo (Red),23352.0,535.0,3900000,South,43.6
1166,Apulia,2025,Glera (Prosecco/Sparkling),104036.0,858.0,3900000,South,
1167,Apulia,2025,Pinot Grigio (White),39962.0,444.0,3900000,South,90.0
1168,Apulia,2025,Primitivo (Red),544448.0,6441.0,3900000,South,84.5
1169,Apulia,2025,Montepulciano (Red),565647.0,6881.0,3900000,South,82.2
1170,Sardinia,2011,sangiovese (red),8773.0,175.0,1600000,Islands,
1171,Sardinia,2011,Nebbiolo (Red),8289.0,,1600000,Islands,48.8
1172,Sardinia,2011,Glera (Prosecco/Sparkling),18666.0,167.0,1600000,Islands,111.8
1173,Sardinia,2011,Pinot Grigio (White),102052.82433233038,191.0,1600000,Islands,78.6
1174,Sardinia,2011,Primitivo (Red),11840.0,157.0,1600000,Islands,75.4
1175,Sardinia,2011,Montepulciano (Red),15089.0,208.0,1600000,Islands,72.5
1176,Sardinia,2012,Sangiovese (Red),7065.0,114.0,1600000,Islands,62.0
1177,Sardinia,2012,Nebbiolo (Red),6278.0,127.0,1600000,Islands,49.4
1178,sardinia,2012,Glera (Prosecco/Sparkling),21357.0,180.0,1600000,Islands,118.6
1179,Sardinia,2012,Pinot Grigio (White),7994.0,97.0,1600000,Islands,82.4
1180,Sardinia,2012,Primitivo (Red),17146.0,225.0,1600000,Islands,76.2
1181,Sardinia,2012,Montepulciano (Red),19039.0,169.0,1600000,Islands,112.7
1182,Sardinia,2013,Sangiovese (Red),5400.0,75.0,1600000,Islands,72.0
1183,sardinia,2013,Nebbiolo (Red),4277.0,95.0,1600000,Islands,45.0
1184,Sardinia,2013,Glera (Prosecco/Sparkling),,,1600000,Islands,106.5
1185,Sardinia,2013,Pinot Grigio (White),,159.0,1600000,Islands,92.7
1186,Sardinia,2013,Primitivo (Red),15842.0,203.0,1600000,Islands,
1187,Sardinia,2013,Montepulciano (Red),8996.0,131.0,1600000,Islands,68.7
1188,Sardinia,2014,Sangiovese (Red),7780.0,105.0,1600000,Islands,74.1
1189,Sardinia,2014,Nebbiolo (Red),6204.0,125.0,1600000,Islands,49.6
1190,Sardinia,2014,Glera (Prosecco/Sparkling),26265.0,214.0,1600000,Islands,122.7
1191,Sardinia,2014,Pinot Grigio (White),16839.0,167.0,1600000,Islands,100.8
1192,Sardinia,2014,primitivo (red),8062.0,102.0,1600000,Islands,79.0
1193,Sardinia,2014,Montepulciano (Red),66170.896352394,144.0,1600000,Islands,
1194,Sardinia,2015,Sangiovese (Red),9156.0,134.0,1600000,Islands,
1195,Sardinia,2015,Nebbiolo (Red),11824.0,264.0,1600000,Islands,44.8
1196,Sardinia,2015,Glera (Prosecco/Sparkling),16756.0,169.0,1600000,Islands,99.1
1197,Sardinia,2015,Pinot Grigio (White),15304.0,198.0,1600000,Islands,77.3
1198,Sardinia,2015,Primitivo (Red),11499.0,165.0,1600000,Islands,69.7
1199,Sardinia,2015,Montepulciano (Red),9572.0,129.0,1600000,Islands,74.2
1200,Sardinia,2016,Sangiovese (Red),15101.0,217.0,1600000,Islands,69.6
1201,Sardinia,2016,Nebbiolo (Red),7646.0,130.0,1600000,Islands,58.8
1202,Sardinia,2016,Glera (Prosecco/Sparkling),31047.0,236.0,1600000,Islands,131.6
1203,Sardinia,2016,Pinot Grigio (White),13443.0,152.0,1600000,Islands,88.4
1204,Sardinia,2016,Primitivo (Red),10586.0,123.0,1600000,Islands,86.1
1205,Sardinia,2016,Montepulciano (Red),17030.0,215.0,1600000,Islands,79.2
1206,Sardinia,2017,Sangiovese (Red),9700.0,177.0,1600000,Islands,54.8
1207,Sardinia,2017,Nebbiolo (Red),6695.0,184.0,1600000,Islands,
1208,Sardinia,2017,Glera (Prosecco/Sparkling),16485.0,178.0,1600000,Islands,
1209,Sardinia,2017,Pinot Grigio (White),8770.0,113.0,1600000,Islands,77.6
1210,Sardinia,2017,Primitivo (Red),5177.0,105.0,1600000,Islands,49.3
1211,Sardinia,2017,Montepulciano (Red),12239.0,148.0,1600000,Islands,82.7
1212,Sardinia,2018,Sangiovese (Red),10884.0,135.0,1600000,Islands,80.6
1213,Sardinia,2018,Nebbiolo (Red),9200.0,182.0,1600000,Islands,50.5
1214,Sardinia,2018,Glera (Prosecco/Sparkling),20661.0,216.0,1600000,Islands,95.7
1215,Sardinia,2018,Pinot Grigio (White),60591.52838430163,85.0,1600000,Islands,
1216,Sardinia,2018,primitivo (red),9152.0,138.0,1600000,Islands,66.3
1217,Sardinia,2018,Montepulciano (Red),10552.0,115.0,1600000,Islands,
1218,Sardinia,2019,Sangiovese (Red),19674.0,264.0,1600000,Islands,74.5
1219,Sardinia,2019,Nebbiolo (Red),4786.0,91.0,1600000,Islands,52.6
1220,Sardinia,2019,Glera (Prosecco/Sparkling),19303.0,174.0,1600000,Islands,110.9
1221,Sardinia,2019,Pinot Grigio (White),14215.0,145.0,1600000,Islands,
1222,Sardinia,2019,Primitivo (Red),11445.0,154.0,1600000,Islands,74.3
1223,Sardinia,2019,Montepulciano (Red),12228.0,141.0,1600000,Islands,86.7
1224,Sardinia,2020,Sangiovese (Red),14767.0,192.0,1600000,Islands,76.9
1225,Sardinia,2020,Nebbiolo (Red),7102.0,162.0,1600000,Islands,43.8
1226,Sardinia,2020,Glera (Prosecco/Sparkling),26989.0,231.0,1600000,Islands,116.8
1227,Sardinia,2020,Pinot Grigio (White),13507.0,,1600000,Islands,81.9
1228,Sardinia,2020,Primitivo (Red),9397.0,180.0,1600000,Islands,52.2
1229,Sardinia,2020,Montepulciano (Red),14894.0,166.0,1600000,Islands,89.7
1230,Sardinia,2021,Sangiovese (Red),8092.0,131.0,1600000,Islands,61.8
1231,Sardinia,2021,Nebbiolo (Red),5509.0,99.0,1600000,Islands,55.6
1232,Sardinia,2021,Glera (Prosecco/Sparkling),28685.0,255.0,1600000,Islands,112.5
1233,Sardinia,2021,Pinot Grigio (White),10117.0,134.0,1600000,Islands,75.5
1234,Sardinia,2021,Primitivo (Red),14177.0,180.0,1600000,Islands,78.8
1235,Sardinia,2021,Montepulciano (Red),16437.0,207.0,1600000,Islands,79.4
1236,Sardinia,2022,Sangiovese (Red),13802.0,187.0,1600000,Islands,73.8
1237,Sardinia,2022,Nebbiolo (Red),,108.0,1600000,Islands,56.7
1238,Sardinia,2022,Glera (Prosecco/Sparkling),38493.0,319.0,1600000,Islands,120.7
1239,Sardinia,2022,Pinot Grigio (White),20886.0,191.0,1600000,Islands,109.4
1240,Sardinia,2022,Primitivo (Red),12088.0,174.0,1600000,Islands,69.5
1241,Sardinia,2022,Montepulciano (Red),8718.0,101.0,1600000,Islands,86.3
1242,Sardinia,2023,Sangiovese (Red),6606.0,145.0,1600000,Islands,45.6
1243,Sardinia,2023,Nebbiolo (Red),4849.0,136.0,1600000,Islands,35.7
1244,Sardinia,2023,Glera (Prosecco/Sparkling),16985.0,209.0,1600000,Islands,81.3
1245,Sardinia,2023,Pinot Grigio (White),4734.0,69.0,1600000,Islands,68.6
1246,Sardinia,2023,Primitivo (Red),7220.0,146.0,1600000,Islands,49.5
1247,Sardinia,2023,Montepulciano (Red),,167.0,1600000,Islands,60.7
1248,Sardinia,2024,Sangiovese (Red),13247.0,181.0,1600000,Islands,73.2
1249,Sardinia,2024,Nebbiolo (Red),11267.0,221.0,1600000,Islands,51.0
1250,Sardinia,2024,Glera (Prosecco/Sparkling),19112.0,178.0,1600000,Islands,107.4
1251,Sardinia,2024,Pinot Grigio (White),8298.0,91.0,1600000,Islands,91.2
1252,sardinia,2024,Primitivo (Red),10200.0,182.0,1600000,Islands,56.0
1253,Sardinia,2024,Montepulciano (Red),11810.0,115.0,1600000,Islands,102.7
1254,Sardinia,2025,Sangiovese (Red),9028.0,140.0,1600000,Islands,64.5
1255,sardinia,2025,Nebbiolo (Red),8641.0,,1600000,Islands,50.5
1256,Sardinia,2025,Glera (Prosecco/Sparkling),14260.0,157.0,1600000,Islands,
1257,Sardinia,2025,Pinot Grigio (White),18674.0,,1600000,Islands,100.4
1258,Sardinia,2025,Primitivo (Red),13123.0,176.0,1600000,Islands,74.6
1259,Sardinia,2025,Montepulciano (Red),9416.0,131.0,1600000,Islands,71.9
1260,Sicily,2011,Sangiovese (Red),34994.0,535.0,4800000,Islands,65.4
1261,Sicily,2011,Nebbiolo (Red),14966.0,379.0,4800000,Islands,
1262,Sicily,2011,Glera (Prosecco/Sparkling),63090.0,609.0,4800000,Islands,103.6
1263,Sicily,2011,Pinot Grigio (White),51829.0,489.0,4800000,Islands,106.0
1264,sicily,2011,Primitivo (Red),52799.0,666.0,4800000,Islands,79.3
1265,Sicily,2011,Montepulciano (Red),43922.0,540.0,4800000,Islands,
1266,Sicily,2012,Sangiovese (Red),34220.0,,4800000,Islands,47.3
1267,Sicily,2012,Nebbiolo (Red),25888.0,539.0,4800000,Islands,48.0
1268,Sicily,2012,Glera (Prosecco/Sparkling),50913.0,393.0,4800000,Islands,129.5
1269,Sicily,2012,Pinot Grigio (White),,,4800000,Islands,78.3
1270,Sicily,2012,Primitivo (Red),20251.0,309.0,4800000,Islands,65.5
1271,Sicily,2012,Montepulciano (Red),34353.0,392.0,4800000,Islands,
1272,Sicily,2013,Sangiovese (Red),62437.0,803.0,4800000,Islands,77.8
1273,Sicily,2013,Nebbiolo (Red),33076.0,737.0,4800000,Islands,44.9
1274,Sicily,2013,Glera (Prosecco/Sparkling),67173.0,692.0,4800000,Islands,97.1
1275,Sicily,2013,Pinot Grigio (White),65454.0,666.0,4800000,Islands,
1276,Sicily,2013,Primitivo (Red),28750.0,,4800000,Islands,74.7
1277,Sicily,2013,Montepulciano (Red),57259.0,815.0,4800000,Islands,70.3
1278,Sicily,2014,Sangiovese (Red),20458.0,316.0,4800000,Islands,64.7
1279,Sicily,2014,Nebbiolo (Red),28597.0,619.0,4800000,Islands,46.2
1280,Sicily,2014,Glera (Prosecco/Sparkling),47110.0,499.0,4800000,Islands,94.4
1281,Sicily,2014,Pinot Grigio (White),74062.0,666.0,4800000,Islands,111.2
1282,Sicily,2014,Primitivo (Red),49203.0,652.0,4800000,Islands,75.5
1283,Sicily,2014,Montepulciano (Red),,704.0,4800000,Islands,86.8
1284,Sicily,2015,Sangiovese (Red),41069.0,544.0,4800000,Islands,75.5
1285,Sicily,2015,Nebbiolo (Red),28308.0,543.0,4800000,Islands,52.1
1286,Sicily,2015,Glera (Prosecco/Sparkling),,421.0,4800000,Islands,102.3
1287,sicily,2015,Pinot Grigio (White),46143.0,644.0,4800000,Islands,71.7
1288,Sicily,2015,Primitivo (Red),48571.0,759.0,4800000,Islands,64.0
1289,Sicily,2015,Montepulciano (Red),28876.0,336.0,4800000,Islands,85.9
1290,Sicily,2016,Sangiovese (Red),40931.0,662.0,4800000,Islands,61.8
1291,Sicily,2016,Nebbiolo (Red),289807.73081522464,791.0,4800000,Islands,53.9
1292,Sicily,2016,Glera (Prosecco/Sparkling),113463.0,1230.0,4800000,Islands,92.2
1293,Sicily,2016,Pinot Grigio (White),63380.0,689.0,4800000,Islands,92.0
1294,Sicily,2016,Primitivo (Red),38249.0,455.0,4800000,Islands,84.1
1295,Sicily,2016,Montepulciano (Red),44038.0,492.0,4800000,Islands,89.5
1296,Sicily,2017,Sangiovese (Red),,802.0,4800000,Islands,
1297,Sicily,2017,Nebbiolo (Red),29159.0,645.0,4800000,Islands,45.2
1298,Sicily,2017,Glera (Prosecco/Sparkling),49110.0,548.0,4800000,Islands,
1299,Sicily,2017,Pinot Grigio (White),48595.0,613.0,4800000,Islands,79.3
1300,Sicily,2017,Primitivo (Red),48498.0,682.0,4800000,Islands,71.1
1301,Sicily,2017,Montepulciano (Red),265702.95836355153,506.0,4800000,Islands,77.3
1302,Sicily,2018,Sangiovese (Red),53251.0,,4800000,Islands,72.2
1303,Sicily,2018,nebbiolo (red),22016.0,541.0,4800000,Islands,40.7
1304,sicily,2018,Glera (Prosecco/Sparkling),115292.0,1169.0,4800000,Islands,98.6
1305,Sicily,2018,Pinot Grigio (White),35407.0,,4800000,Islands,75.8
1306,Sicily,2018,Primitivo (Red),48226.0,696.0,4800000,Islands,
1307,Sicily,2018,Montepulciano (Red),63004.0,807.0,4800000,Islands,78.1
1308,Sicily,2019,Sangiovese (Red),37989.0,559.0,4800000,Islands,68.0
1309,Sicily,2019,nebbiolo (red),13424.0,318.0,4800000,Islands,42.2
1310,Sicily,2019,Glera (Prosecco/Sparkling),,,4800000,Islands,109.6
1311,Sicily,2019,Pinot Grigio (White),63181.0,751.0,4800000,Islands,84.1
1312,Sicily,2019,Primitivo (Red),50992.0,717.0,4800000,Islands,
1313,Sicily,2019,Montepulciano (Red),44526.0,499.0,4800000,Islands,89.2
1314,Sicily,2020,Sangiovese (Red),38099.0,561.0,4800000,Islands,67.9
1315,Sicily,2020,Nebbiolo (Red),41894.0,872.0,4800000,Islands,48.0
1316,Sicily,2020,Glera (Prosecco/Sparkling),73820.0,729.0,4800000,Islands,101.3
1317,sicily,2020,Pinot Grigio (White),52214.0,559.0,4800000,Islands,93.4
1318,Sicily,2020,Primitivo (Red),57906.0,721.0,4800000,Islands,80.3
1319,Sicily,2020,Montepulciano (Red),50380.0,624.0,4800000,Islands,80.7
1320,Sicily,2021,Sangiovese (Red),52472.0,729.0,4800000,Islands,72.0
1321,Sicily,2021,Nebbiolo (Red),27466.0,595.0,4800000,Islands,46.2
1322,Sicily,2021,Glera (Prosecco/Sparkling),82878.0,766.0,4800000,Islands,108.2
1323,Sicily,2021,Pinot Grigio (White),47938.0,,4800000,Islands,100.5
1324,Sicily,2021,Primitivo (Red),47162.0,548.0,4800000,Islands,
1325,Sicily,2021,Montepulciano (Red),60190.0,584.0,4800000,Islands,103.1
1326,Sicily,2022,Sangiovese (Red),50199.0,787.0,4800000,Islands,63.8
1327,Sicily,2022,Nebbiolo (Red),25232.0,509.0,4800000,Islands,49.6
1328,Sicily,2022,Glera (Prosecco/Sparkling),117658.0,959.0,4800000,Islands,122.7
1329,Sicily,2022,Pinot Grigio (White),54094.0,563.0,4800000,Islands,
1330,Sicily,2022,Primitivo (Red),45841.0,628.0,4800000,Islands,73.0
1331,Sicily,2022,Montepulciano (Red),50820.0,,4800000,Islands,86.9
1332,Sicily,2023,Sangiovese (Red),,,4800000,Islands,45.3
1333,Sicily,2023,Nebbiolo (Red),23770.0,684.0,4800000,Islands,34.8
1334,Sicily,2023,Glera (Prosecco/Sparkling),72017.0,814.0,4800000,Islands,88.5
1335,Sicily,2023,Pinot Grigio (White),21943.0,,4800000,Islands,59.5
1336,Sicily,2023,Primitivo (Red),41120.0,,4800000,Islands,58.6
1337,Sicily,2023,Montepulciano (Red),29959.0,439.0,4800000,Islands,
1338,Sicily,2024,Sangiovese (Red),35410.0,552.0,4800000,Islands,64.1
1339,Sicily,2024,Nebbiolo (Red),19117.0,337.0,4800000,Islands,56.7
1340,Sicily,2024,Glera (Prosecco/Sparkling),79438.0,679.0,4800000,Islands,117.0
1341,Sicily,2024,Pinot Grigio (White),45149.0,417.0,4800000,Islands,108.3
1342,Sicily,2024,Primitivo (Red),45998.0,681.0,4800000,Islands,67.5
1343,Sicily,2024,Montepulciano (Red),51412.0,753.0,4800000,Islands,68.3
1344,Sicily,2025,Sangiovese (Red),41615.0,650.0,4800000,Islands,64.0
1345,Sicily,2025,Nebbiolo (Red),14981.0,326.0,4800000,Islands,46.0
1346,Sicily,2025,Glera (Prosecco/Sparkling),66614.0,573.0,4800000,Islands,
1347,Sicily,2025,Pinot Grigio (White),54883.0,,4800000,Islands,87.1
1348,Sicily,2025,Primitivo (Red),30887.0,421.0,4800000,Islands,73.4
1349,Sicily,2025,Montepulciano (Red),27761.0,396.0,4800000,Islands,70.1
1350,Tuscany,2011,Sangiovese (Red),345536.0,5109.0,3600000,Center,67.6
1351,Tuscany,2011,Nebbiolo (Red),20761.0,454.0,3600000,Center,45.7
1352,Tuscany,2011,Glera (Prosecco/Sparkling),32476.0,376.0,3600000,Center,86.4
1353,Tuscany,2011,Pinot Grigio (White),54709.0,606.0,3600000,Center,90.3
1354,Tuscany,2011,Primitivo (Red),35006.0,468.0,3600000,Center,74.8
