,Region,Year,CropType,Production_Tonnes,Area_Hectares,Population,Area,Yield_Tonnes_per_Hectare
2043,Ternopil Oblast,2017,Potatoes,,42713.0,1021000,West,15.727694144639806
2044,Ternopil Oblast,2018,Wheat,180195.0,56983.0,1021000,West,3.162258919326817
2045,Ternopil Oblast,2018,Barley,203137.0,,1021000,West,3.383981075813357
2046,Ternopil Oblast,2018,Corn,267406.0,49683.0,1021000,West,5.382243423303746
2047,Ternopil Oblast,2018,Sunflower,112015.0,48918.0,1021000,West,2.2898524060672965
2048,Ternopil Oblast,2018,Rye,127111.0,50884.0,1021000,West,2.498054398239132
2049,Ternopil Oblast,2018,Soybean,191302.0,90068.0,1021000,West,2.1239729981791537
2050,Ternopil Oblast,2018,Potatoes,1031922.0,43548.0,1021000,West,23.69619729953155
2051,Ternopil Oblast,2019,Wheat,103145.0,24478.0,1021000,West,4.213783805866492
2052,Ternopil Oblast,2019,Barley,209979.0,59336.0,1021000,West,3.5388128623432653
2053,Ternopil Oblast,2019,Corn,426586.0,61118.0,1021000,West,6.979711377990117
2054,Ternopil Oblast,2019,Sunflower,122613.0,55853.0,1021000,West,2.1952804683723346
2055,Ternopil Oblast,2019,Rye,111299.0,39238.0,1021000,West,2.836510525510984
2056,Ternopil Oblast,2019,Soybean,141954.0,43530.0,1021000,West,3.261061337008959
2057,Ternopil Oblast,2019,Potatoes,800929.0,53758.0,1021000,West,14.898787157260315
2058,Ternopil Oblast,2020,Wheat,100520.0,43550.0,1021000,West,2.3081515499425946
2059,Ternopil Oblast,2020,Barley,70303.0,34427.0,1021000,West,2.042089058006797
2060,Ternopil Oblast,2020,Corn,253690.0,47027.0,1021000,West,
2061,Ternopil Oblast,2020,Sunflower,89034.0,40984.0,1021000,West,2.172408744876049
2062,Ternopil Oblast,2020,Rye,174344.0,58076.0,1021000,West,3.0019973827398583
2063,Ternopil Oblast,2020,Soybean,73910.0,33155.0,1021000,West,2.2292263610315186
2064,Ternopil Oblast,2020,Potatoes,452809.0,28550.0,1021000,West,15.860210157618214
2065,Ternopil Oblast,2021,Wheat,225407.0,48960.0,1021000,West,4.60390114379085
2066,Ternopil Oblast,2021,Barley,119173.0,43908.0,1021000,West,2.714152318484103
2067,Ternopil Oblast,2021,Corn,119316.0,19288.0,1021000,West,6.1860223973455
2068,Ternopil Oblast,2021,Sunflower,80754.0,42884.0,1021000,West,1.8830799365730808
2069,Ternopil Oblast,2021,Rye,132638.0,53878.0,1021000,West,2.4618211514904043
2070,ternopil reg.,2021,Soybean,121982.0,45887.0,1021000,West,2.658312811907512
2071,Ternopil Oblast,2021,Potatoes,769870.0,44138.0,1021000,West,17.442339933843854
2072,Ternopil Oblast,2022,Wheat,179651.0,47972.0,1021000,West,3.744913699658134
2073,Ternopil Oblast,2022,Barley,143832.0,28766.0,1021000,West,5.000069526524369
2074,Ternopil Oblast,2022,Corn,274552.0,52337.0,1021000,West,5.245849016947857
2075,Ternopil Oblast,2022,Sunflower,77475.0,31679.0,1021000,West,2.4456264402285424
2076,Ternopil Oblast,2022,Rye,145165.0,,1021000,West,3.148983708974164
2077,Ternopil Oblast,2022,Soybean,102773.0,58303.0,1021000,West,1.7627394816733273
2078,Ternopil Oblast,2022,Potatoes,935598.0,47316.0,1021000,West,19.77339589145321
2079,ternopil reg.,2023,Wheat,170841.0,81845.0,1021000,West,2.087372472356283
2080,Ternopil Oblast,2023,Barley,51981.0,28942.0,1021000,West,1.7960403565752194
2081,Ternopil Oblast,2023,Corn,304305.0,42472.0,1021000,West,
2082,Ternopil Oblast,2023,Sunflower,183576.0,83568.0,1021000,West,2.1967260195290064
2083,Ternopil Oblast,2023,Rye,168379.0,53493.0,1021000,West,3.1476828743947807
2084,Ternopil Oblast,2023,Soybean,158417.0,64179.0,1021000,West,2.4683619252403433
2085,Ternopil Oblast,2023,Potatoes,529181.0,48171.0,1021000,West,10.985468435365677
2086,Ternopil Oblast,2024,Wheat,315706.0,61260.0,1021000,West,5.1535422788116225
2087,Ternopil Oblast,2024,Barley,121792.0,35241.0,1021000,West,
2088,Ternopil Oblast,2024,Corn,137670.0,18292.0,1021000,West,7.526240979663241
2089,Ternopil Oblast,2024,Sunflower,90808.0,46264.0,1021000,West,1.9628220646723153
2090,Ternopil Oblast,2024,Rye,157375.0,53633.0,1021000,West,2.9342941845505566
2091,Ternopil Oblast,2024,Soybean,104671.0,46312.0,1021000,West,2.2601269649334945
2092,Ternopil Oblast,2024,Potatoes,575901.0,44380.0,1021000,West,12.976588553402433
2093,Ternopil Oblast,2025,Wheat,106590.0,25182.0,1021000,West,4.232785322849654
2094,Ternopil Oblast,2025,Barley,127407.0,33596.0,1021000,West,3.7923264674365997
2095,Ternopil Oblast,2025,Corn,5175409.306457052,60095.0,1021000,West,9.156052916215991
2096,Ternopil Oblast,2025,Sunflower,74364.0,36038.0,1021000,West,2.063488539874577
2097,Ternopil Oblast,2025,Rye,117284.0,31419.0,1021000,West,3.7329004742353353
2098,Ternopil Oblast,2025,Soybean,131273.0,61706.0,1021000,West,2.1273944186951024
2099,Ternopil Oblast,2025,Potatoes,470671.0,24455.0,1021000,West,19.246411776732774
2100,Vinnytsia Oblast,2011,Wheat,249479.0,68844.0,1509000,Center,3.6238306896752075
2101,Vinnytsia Oblast,2011,Barley,217537.0,51265.0,1509000,Center,4.243382424656198
2102,vinnytsia reg.,2011,Corn,250914.0,43844.0,1509000,Center,5.7228811239850375
2103,Vinnytsia Oblast,2011,Sunflower,164359.0,91482.0,1509000,Center,1.796626658796266
2104,Vinnytsia Oblast,2011,Rye,111986.0,58846.0,1509000,Center,1.9030350406144854
2105,Vinnytsia Oblast,2011,Soybean,234529.0,93483.0,1509000,Center,2.5087876940192335
2106,Vinnytsia Oblast,2011,Potatoes,982198.0,58324.0,1509000,Center,16.840374459913587
2107,Vinnytsia Oblast,2012,Wheat,233771.0,46921.0,1509000,Center,4.9822254427654995
2108,Vinnytsia Oblast,2012,Barley,146152.0,41421.0,1509000,Center,3.5284517515270033
2109,Vinnytsia Oblast,2012,Corn,607125.0,121997.0,1509000,Center,4.976556800577064
2110,Vinnytsia Oblast,2012,Sunflower,,89421.0,1509000,Center,1.699802059918811
2111,Vinnytsia Oblast,2012,Rye,,42485.0,1509000,Center,2.5588089914087324
2112,Vinnytsia Oblast,2012,Soybean,,45349.0,1509000,Center,
2113,Vinnytsia Oblast,2012,Potatoes,595017.0,43564.0,1509000,Center,13.658456523735195
2114,Vinnytsia Oblast,2013,Wheat,384190.0,79950.0,1509000,Center,4.805378361475922
2115,Vinnytsia Oblast,2013,Barley,241178.0,80934.0,1509000,Center,2.9799342674277804
2116,Vinnytsia Oblast,2013,Corn,8996366.743362255,117535.0,1509000,Center,8.137703662738758
2117,Vinnytsia Oblast,2013,Sunflower,225215.0,98526.0,1509000,Center,2.285843330694436
2118,Vinnytsia Oblast,2013,Rye,216328.0,64962.0,1509000,Center,3.330069887010868
2119,Vinnytsia Oblast,2013,Soybean,184245.0,99538.0,1509000,Center,1.8510016275191383
2120,Vinnytsia Oblast,2013,Potatoes,1520470.0,99404.0,1509000,Center,15.295863345539415
2121,Vinnytsia Oblast,2014,Wheat,318368.0,72759.0,1509000,Center,4.375651122197941
2122,Vinnytsia Oblast,2014,Barley,167096.0,60457.0,1509000,Center,2.763881767206444
2123,Vinnytsia Oblast,2014,Corn,911882.0,133821.0,1509000,Center,6.814192092421966
2124,Vinnytsia Oblast,2014,Sunflower,146722.0,78867.0,1509000,Center,1.8603725258980308
2125,Vinnytsia Oblast,2014,Rye,172172.0,75889.0,1509000,Center,2.268734599217278
2126,Vinnytsia Oblast,2014,Soybean,107240.0,54447.0,1509000,Center,1.969621834077176
2127,Vinnytsia Oblast,2014,Potatoes,1160869.0,75833.0,1509000,Center,15.30822992628539
2128,Vinnytsia Oblast,2015,Wheat,170195.0,50606.0,1509000,Center,3.36313875825001
2129,Vinnytsia Oblast,2015,Barley,183692.0,61676.0,1509000,Center,2.9783384136455022
2130,Vinnytsia Oblast,2015,Corn,1097979.0,153293.0,1509000,Center,7.162616688302792
2131,Vinnytsia Oblast,2015,Sunflower,266863.0,88463.0,1509000,Center,3.0166623334049265
2132,Vinnytsia Oblast,2015,Rye,121133.0,,1509000,Center,3.1856985062066063
2133,Vinnytsia Oblast,2015,Soybean,195527.0,88952.0,1509000,Center,
2134,Vinnytsia Oblast,2015,Potatoes,1582149.0,77175.0,1509000,Center,20.500796890184645
2135,Vinnytsia Oblast,2016,Wheat,117750.0,44836.0,1509000,Center,2.6262378445891694
2136,Vinnytsia Oblast,2016,Barley,207371.0,62551.0,1509000,Center,3.3152307716903007
2137,Vinnytsia Oblast,2016,Corn,,136473.0,1509000,Center,5.708469807214614
2138,Vinnytsia Oblast,2016,Sunflower,164747.0,64835.0,1509000,Center,2.5410195110665534
2139,Vinnytsia Oblast,2016,Rye,255188.0,101960.0,1509000,Center,2.5028246371125933
2140,Vinnytsia Oblast,2016,Soybean,169108.0,98764.0,1509000,Center,1.7122433275282491
2141,Vinnytsia Oblast,2016,Potatoes,1586893.0,77844.0,1509000,Center,20.385553157597247
2142,Vinnytsia Oblast,2017,Wheat,260745.0,73945.0,1509000,Center,3.5262019068226382
2143,Vinnytsia Oblast,2017,Barley,204098.0,66416.0,1509000,Center,3.0730245723921947
2144,Vinnytsia Oblast,2017,Corn,645235.0,116424.0,1509000,Center,5.5421133099704525
2145,Vinnytsia Oblast,2017,Sunflower,138721.0,76247.0,1509000,Center,1.8193633847889097
2146,Vinnytsia Oblast,2017,Rye,227119.0,74633.0,1509000,Center,3.0431444535259202
2147,Vinnytsia Oblast,2017,Soybean,203113.0,107935.0,1509000,Center,1.8818084958539862
2148,Vinnytsia Oblast,2017,Potatoes,1580622.0,97015.0,1509000,Center,16.292552698036385
2149,Vinnytsia Oblast,2018,Wheat,,85915.0,1509000,Center,4.602979689227725
2150,Vinnytsia Oblast,2018,barley,189696.0,52529.0,1509000,Center,3.611262350320775
2151,Vinnytsia Oblast,2018,Corn,853154.0,114360.0,1509000,Center,7.460248338579923
2152,Vinnytsia Oblast,2018,Sunflower,140721.0,76818.0,1509000,Center,1.8318753417167852
2153,Vinnytsia Oblast,2018,Rye,124483.0,54444.0,1509000,Center,2.2864411138050107
2154,Vinnytsia Oblast,2018,Soybean,267347.0,94852.0,1509000,Center,2.818569982709906
2155,vinnytsia reg.,2018,Potatoes,592992.0,36258.0,1509000,Center,16.354790666887308
2156,Vinnytsia Oblast,2019,Wheat,322922.0,74112.0,1509000,Center,
2157,Vinnytsia Oblast,2019,Barley,172028.0,50070.0,1509000,Center,3.4357499500699022
2158,Vinnytsia Oblast,2019,Corn,1381350.0,203394.0,1509000,Center,6.791498274285377
2159,Vinnytsia Oblast,2019,Sunflower,205785.0,91613.0,1509000,Center,2.2462423455186493
2160,Vinnytsia Oblast,2019,Rye,301641.0,113295.0,1509000,Center,
2161,Vinnytsia Oblast,2019,Soybean,236534.0,,1509000,Center,2.2542505336992984
2162,Vinnytsia Oblast,2019,Potatoes,537661.0,33110.0,1509000,Center,16.238628813047416
2163,Vinnytsia Oblast,2020,Wheat,162597.0,56651.0,1509000,Center,2.8701523362341352
2164,Vinnytsia Oblast,2020,Barley,111003.0,,1509000,Center,2.74759900990099
2165,Vinnytsia Oblast,2020,Corn,481169.0,86541.0,1509000,Center,5.560012017425267
2166,Vinnytsia Oblast,2020,Sunflower,190320.0,,1509000,Center,2.21292032928701
2167,Vinnytsia Oblast,2020,Rye,213956.0,64395.0,1509000,Center,3.322556099076015
2168,Vinnytsia Oblast,2020,Soybean,193977.0,110228.0,1509000,Center,1.759779729288384
2169,Vinnytsia Oblast,2020,Potatoes,384406.0,26014.0,1509000,Center,14.77688936726378
2170,Vinnytsia Oblast,2021,Wheat,459285.0,95366.0,1509000,Center,4.816024578990416
2171,Vinnytsia Oblast,2021,Barley,248881.0,86272.0,1509000,Center,2.88484096810089
2172,Vinnytsia Oblast,2021,Corn,905619.0,112661.0,1509000,Center,8.03844276191406
2173,Vinnytsia Oblast,2021,Sunflower,249587.0,100147.0,1509000,Center,2.492206456508932
2174,Vinnytsia Oblast,2021,Rye,212323.0,67165.0,1509000,Center,3.1612149184843297
2175,Vinnytsia Oblast,2021,Soybean,184989.0,77715.0,1509000,Center,2.380351283535997
2176,Vinnytsia Oblast,2021,Potatoes,1027982.0,48281.0,1509000,Center,21.2916468175887
2177,Vinnytsia Oblast,2022,Wheat,264121.0,59653.0,1509000,Center,4.427623086852296
2178,Vinnytsia Oblast,2022,Barley,236922.0,66334.0,1509000,Center,3.571652546205566
2179,Vinnytsia Oblast,2022,Corn,629761.0,74497.0,1509000,Center,8.453508194960872
2180,Vinnytsia Oblast,2022,Sunflower,106331.0,,1509000,Center,2.834661832529125
2181,Vinnytsia Oblast,2022,Rye,176520.0,68905.0,1509000,Center,2.561787968942747
2182,Vinnytsia Oblast,2022,Soybean,284884.0,115479.0,1509000,Center,2.466976679742637
2183,Vinnytsia Oblast,2022,Potatoes,667485.0,41644.0,1509000,Center,16.028359427528574
2184,Vinnytsia Oblast,2023,Wheat,287144.0,72370.0,1509000,Center,3.9677214315324028
2185,Vinnytsia Oblast,2023,barley,236487.0,68602.0,1509000,Center,
2186,Vinnytsia Oblast,2023,Corn,614242.0,118278.0,1509000,Center,5.193205837095656
2187,Vinnytsia Oblast,2023,Sunflower,296060.0,89265.0,1509000,Center,3.31664146081891
2188,Vinnytsia Oblast,2023,Rye,187898.0,76977.0,1509000,Center,2.4409628850176026
2189,Vinnytsia Oblast,2023,Soybean,198024.0,107070.0,1509000,Center,1.8494816475203137
2190,Vinnytsia Oblast,2023,Potatoes,931248.0,48885.0,1509000,Center,19.049769868057687
2191,Vinnytsia Oblast,2024,Wheat,162009.0,64741.0,1509000,Center,2.502417324415749
2192,Vinnytsia Oblast,2024,Barley,220166.0,76875.0,1509000,Center,2.8639479674796746
2193,Vinnytsia Oblast,2024,Corn,659759.0,91890.0,1509000,Center,7.179878115137664
2194,Vinnytsia Oblast,2024,Sunflower,118669.0,62868.0,1509000,Center,1.8875898708404912
2195,Vinnytsia Oblast,2024,Rye,188525.0,58158.0,1509000,Center,3.241600467691461
2196,Vinnytsia Oblast,2024,soybean,257191.0,103963.0,1509000,Center,2.473870511624328
2197,vinnytsia reg.,2024,Potatoes,1080358.0,,1509000,Center,15.683046148039542
2198,Vinnytsia Oblast,2025,wheat,462856.0,89037.0,1509000,Center,5.198468052607343
2199,Vinnytsia Oblast,2025,Barley,181159.0,57543.0,1509000,Center,3.1482369706132807
2200,vinnytsia reg.,2025,Corn,1124614.0,171639.0,1509000,Center,6.552205501080756
2201,Vinnytsia Oblast,2025,Sunflower,79836.0,44261.0,1509000,Center,1.803754998757371
2202,Vinnytsia Oblast,2025,Rye,247083.0,98267.0,1509000,Center,2.5144046322773668
2203,Vinnytsia Oblast,2025,Soybean,70484.0,23654.0,1509000,Center,2.9797920013528367
2204,Vinnytsia Oblast,2025,potatoes,1370155.0,68337.0,1509000,Center,20.049972928281896
2205,Volyn Oblast,2011,Wheat,236743.0,41049.0,1021000,North,5.767326853272918
2206,Volyn Oblast,2011,Barley,139671.0,50427.0,1021000,North,2.76976619668035
2207,Volyn Oblast,2011,Corn,148359.0,26605.0,1021000,North,5.576357827476039
2208,Volyn Oblast,2011,Sunflower,340059.1168934765,14582.0,1021000,North,2.4793581127417363
2209,Volyn Oblast,2011,Rye,81336.0,,1021000,North,2.61202993031247
2210,Volyn Oblast,2011,Soybean,91762.0,32359.0,1021000,North,2.835748941561853
2211,Volyn Oblast,2011,Potatoes,,39182.0,1021000,North,12.682252054514828
2212,Volyn Oblast,2012,Wheat,181050.0,46701.0,1021000,North,3.876790646881223
2213,volyn reg.,2012,Barley,77874.0,36278.0,1021000,North,2.146590219968025
2214,Volyn Oblast,2012,Corn,126634.0,28021.0,1021000,North,4.519253417080047
2215,Volyn Oblast,2012,Sunflower,42104.0,21879.0,1021000,North,1.9244023949906304
2216,Volyn Oblast,2012,Rye,178251.0,67334.0,1021000,North,2.647265868654766
2217,Volyn Oblast,2012,Soybean,62157.0,,1021000,North,2.3491817529007144
2218,Volyn Oblast,2012,Potatoes,1511115.0,70280.0,1021000,North,21.501351735913488
2219,Volyn Oblast,2013,Wheat,85069.0,,1021000,North,3.9869241224164598
2220,Volyn Oblast,2013,Barley,117720.0,44353.0,1021000,North,2.6541609361260794
2221,Volyn Oblast,2013,Corn,116256.0,31743.0,1021000,North,3.662413760514129
2222,Volyn Oblast,2013,Sunflower,15805.0,7493.0,1021000,North,2.1093020152142
2223,Volyn Oblast,2013,Rye,114291.0,34516.0,1021000,North,3.311246957932553
2224,Volyn Oblast,2013,Soybean,50031.0,27023.0,1021000,North,1.851422862006439
2225,Volyn Oblast,2013,Potatoes,1266600.0,60540.0,1021000,North,20.921704658077303
2226,Volyn Oblast,2014,Wheat,116477.0,22120.0,1021000,North,5.265687160940326
2227,Volyn Oblast,2014,Barley,115493.0,52903.0,1021000,North,2.1831087083908285
2228,Volyn Oblast,2014,Corn,118852.0,26161.0,1021000,North,4.543098505408815
2229,Volyn Oblast,2014,Sunflower,19258.0,,1021000,North,2.175799344706813
2230,Volyn Oblast,2014,Rye,160964.0,46187.0,1021000,North,3.4850499058176543
2231,Volyn Oblast,2014,Soybean,97635.0,34932.0,1021000,North,
2232,Volyn Oblast,2014,Potatoes,1102725.0,64803.0,1021000,North,17.01657330679135
2233,Volyn Oblast,2015,Wheat,84967.0,25750.0,1021000,North,3.2996893203883495
2234,Volyn Oblast,2015,Barley,97466.0,31626.0,1021000,North,3.081831404540568
2235,Volyn Oblast,2015,Corn,243597.0,37662.0,1021000,North,6.467978333598853
2236,Volyn Oblast,2015,Sunflower,20747.0,8939.0,1021000,North,2.320953126747958
2237,Volyn Oblast,2015,Rye,119937.0,53529.0,1021000,North,2.2405985540548112
2238,Volyn Oblast,2015,Soybean,56280.0,29155.0,1021000,North,1.9303721488595438
2239,Volyn Oblast,2015,Potatoes,749120.0,38051.0,1021000,North,19.687261832803344
2240,Volyn Oblast,2016,Wheat,119108.0,27081.0,1021000,North,4.398212769100107
2241,Volyn Oblast,2016,barley,137475.0,33176.0,1021000,North,
2242,Volyn Oblast,2016,Corn,153357.0,25717.0,1021000,North,5.963253878757242
2243,volyn reg.,2016,Sunflower,17110.0,6251.0,1021000,North,
2244,Volyn Oblast,2016,Rye,152980.0,71910.0,1021000,North,2.127381449033514
2245,Volyn Oblast,2016,Soybean,46483.0,,1021000,North,1.8512485562945558
2246,Volyn Oblast,2016,Potatoes,1662112.0,81798.0,1021000,North,20.31971441844544
2247,Volyn Oblast,2017,Wheat,104719.0,30025.0,1021000,North,3.487726894254788
2248,Volyn Oblast,2017,Barley,129478.0,33360.0,1021000,North,3.8812350119904075
2249,Volyn Oblast,2017,Corn,183506.0,26609.0,1021000,North,6.896388440001504
2250,Volyn Oblast,2017,Sunflower,27504.0,10592.0,1021000,North,2.596676737160121
2251,Volyn Oblast,2017,Rye,181718.0,75205.0,1021000,North,2.4163021075726347
2252,Volyn Oblast,2017,Soybean,99517.0,43114.0,1021000,North,2.3082293454562324
2253,Volyn Oblast,2017,Potatoes,857311.0,44505.0,1021000,North,19.263251320076396
2254,Volyn Oblast,2018,Wheat,97457.0,24091.0,1021000,North,4.045369640114566
2255,Volyn Oblast,2018,Barley,159819.0,41615.0,1021000,North,3.840418118466899
2256,Volyn Oblast,2018,Corn,159941.0,28685.0,1021000,North,5.57577130904654
2257,Volyn Oblast,2018,Sunflower,21799.0,12692.0,1021000,North,1.7175386069965333
2258,Volyn Oblast,2018,Rye,183768.0,52009.0,1021000,North,3.5333884519986927
2259,Volyn Oblast,2018,Soybean,101126.0,34945.0,1021000,North,2.893861782801545
2260,Volyn Oblast,2018,Potatoes,602602.0,41280.0,1021000,North,14.597916666666666
2261,Volyn Oblast,2019,Wheat,86458.0,25016.0,1021000,North,
2262,Volyn Oblast,2019,Barley,151369.0,38065.0,1021000,North,3.9765926704321557
2263,Volyn Oblast,2019,Corn,253600.0,33077.0,1021000,North,7.6669589140490375
2264,Volyn Oblast,2019,Sunflower,28238.0,10685.0,1021000,North,2.642770238652316
2265,Volyn Oblast,2019,Rye,186025.0,77290.0,1021000,North,2.4068443524388665
2266,Volyn Oblast,2019,Soybean,116654.0,42294.0,1021000,North,2.758169007424221
2267,Volyn Oblast,2019,Potatoes,1224376.0,49746.0,1021000,North,24.612551762955814
2268,Volyn Oblast,2020,Wheat,145604.0,44475.0,1021000,North,3.273839235525576
2269,Volyn Oblast,2020,barley,46498.0,19196.0,1021000,North,2.4222754740570953
2270,Volyn Oblast,2020,Corn,171171.0,27350.0,1021000,North,
2271,Volyn Oblast,2020,Sunflower,25974.0,11123.0,1021000,North,2.3351613773262607
2272,Volyn Oblast,2020,rye,101466.0,47156.0,1021000,North,2.1517092204597508
2273,Volyn Oblast,2020,Soybean,53882.0,31282.0,1021000,North,1.7224602007544274
2274,Volyn Oblast,2020,Potatoes,944356.0,64573.0,1021000,North,
2275,Volyn Oblast,2021,Wheat,133461.0,24506.0,1021000,North,5.446054027585081
2276,Volyn Oblast,2021,Barley,101931.0,31844.0,1021000,North,3.200948373319935
2277,Volyn Oblast,2021,Corn,276933.0,37243.0,1021000,North,7.435840292135435
2278,Volyn Oblast,2021,Sunflower,16660.0,8282.0,1021000,North,2.0115914030427433
2279,Volyn Oblast,2021,Rye,229517.0,,1021000,North,3.211105825731714
2280,volyn reg.,2021,Soybean,30435.0,13335.0,1021000,North,2.282339707536558
2281,Volyn Oblast,2021,Potatoes,681045.0,28732.0,1021000,North,23.70336210497007
2282,Volyn Oblast,2022,wheat,195203.0,39839.0,1021000,North,4.899796681643616
2283,Volyn Oblast,2022,Barley,87202.0,35667.0,1021000,North,2.4448930383828187
2284,Volyn Oblast,2022,Corn,82198.0,26970.0,1021000,North,3.0477567667779013
2285,Volyn Oblast,2022,Sunflower,21032.0,9940.0,1021000,North,2.1158953722334
2286,Volyn Oblast,2022,Rye,234768.0,,1021000,North,3.4372053526983106
2287,Volyn Oblast,2022,Soybean,87976.0,51530.0,1021000,North,1.7072773141859112
2288,volyn reg.,2022,Potatoes,1116177.0,61272.0,1021000,North,18.216754798276536
2289,Volyn Oblast,2023,Wheat,86656.0,29572.0,1021000,North,2.930339510347626
2290,Volyn Oblast,2023,Barley,92070.0,28557.0,1021000,North,3.224078159470533
2291,Volyn Oblast,2023,Corn,147762.0,20643.0,1021000,North,7.157971225112629
2292,Volyn Oblast,2023,Sunflower,39773.0,15286.0,1021000,North,2.601923328535915
2293,Volyn Oblast,2023,Rye,129595.0,35372.0,1021000,North,3.6637736062422257
2294,Volyn Oblast,2023,Soybean,62049.0,22124.0,1021000,North,2.804601337913578
2295,Volyn Oblast,2023,Potatoes,553206.0,29455.0,1021000,North,18.781395348837208
2296,Volyn Oblast,2024,Wheat,113966.0,34032.0,1021000,North,3.348789374706159
2297,Volyn Oblast,2024,Barley,114728.0,39885.0,1021000,North,2.8764698508211106
2298,Volyn Oblast,2024,Corn,229996.0,33047.0,1021000,North,6.959663509547009
2299,Volyn Oblast,2024,sunflower,27892.0,13648.0,1021000,North,2.0436694021101993
2300,Volyn Oblast,2024,Rye,74502.0,25121.0,1021000,North,2.9657258867083316
2301,Volyn Oblast,2024,Soybean,,40055.0,1021000,North,3.0786418674322804
2302,volyn reg.,2024,Potatoes,1110873.0,64165.0,1021000,North,17.312756175485077
2303,Volyn Oblast,2025,Wheat,99721.0,37198.0,1021000,North,2.680816172912522
2304,Volyn Oblast,2025,Barley,105715.0,29318.0,1021000,North,3.605805307319735
2305,Volyn Oblast,2025,Corn,86577.0,21658.0,1021000,North,3.9974605226706066
2306,Volyn Oblast,2025,Sunflower,13449.0,10736.0,1021000,North,1.2527011922503726
2307,Volyn Oblast,2025,rye,129595.0,,1021000,North,2.7250457345921735
2308,Volyn Oblast,2025,Soybean,50735.0,22455.0,1021000,North,2.259407704297484
2309,Volyn Oblast,2025,Potatoes,1249975.0,56194.0,1021000,North,22.24392283873723
2310,Zakarpattia Oblast,2011,Wheat,19419.0,4113.0,1244000,West,4.721371261852663
2311,Zakarpattia Oblast,2011,Barley,,6588.0,1244000,West,2.942622950819672
2312,Zakarpattia Oblast,2011,Corn,20626.0,2945.0,1244000,West,7.003735144312394
2313,Zakarpattia Oblast,2011,Sunflower,6883.0,,1244000,West,1.8836891078270388
2314,Zakarpattia Oblast,2011,Rye,9779.0,4256.0,1244000,West,2.2976973684210527
2315,Zakarpattia Oblast,2011,Soybean,11416.0,7323.0,1244000,West,1.5589239382766626
2316,Zakarpattia Oblast,2011,Potatoes,95168.0,6706.0,1244000,West,14.191470325082015
2317,Zakarpattia Oblast,2012,Wheat,29316.0,,1244000,West,3.0946901720679825
2318,Zakarpattia Oblast,2012,Barley,15457.0,5135.0,1244000,West,3.010126582278481
2319,Zakarpattia Oblast,2012,Corn,25352.0,3173.0,1244000,West,7.989914907028049
2320,Zakarpattia Oblast,2012,Sunflower,8871.0,,1244000,West,2.546211251435132
2321,Zakarpattia Oblast,2012,Rye,23208.0,7755.0,1244000,West,2.9926499032882012
2322,Zakarpattia Oblast,2012,Soybean,106455.41530675352,,1244000,West,1.3861604409063073
2323,Zakarpattia Oblast,2012,Potatoes,113566.0,7565.0,1244000,West,15.01202908129544
2324,Zakarpattia Oblast,2013,Wheat,19931.0,6934.0,1244000,West,2.874387078165561
2325,Zakarpattia Oblast,2013,Barley,18590.0,5444.0,1244000,West,3.414768552534901
2326,Zakarpattia Oblast,2013,Corn,67337.0,8984.0,1244000,West,7.495213713268032
2327,Zakarpattia Oblast,2013,Sunflower,16161.0,8131.0,1244000,West,1.9875784036403887
2328,Zakarpattia Oblast,2013,Rye,,6637.0,1244000,West,2.6209130631309328
2329,Zakarpattia Oblast,2013,Soybean,128653.22235074878,5011.0,1244000,West,2.7295948912392736
2330,Zakarpattia Oblast,2013,Potatoes,147022.0,8535.0,1244000,West,17.225776215582894
2331,Zakarpattia Oblast,2014,Wheat,29826.0,7158.0,1244000,West,
2332,Zakarpattia Oblast,2014,Barley,,4595.0,1244000,West,
2333,Zakarpattia Oblast,2014,Corn,37459.0,4439.0,1244000,West,8.438612300067582
2334,Zakarpattia Oblast,2014,Sunflower,14040.0,6956.0,1244000,West,2.0184013801035077
2335,Zakarpattia Oblast,2014,Rye,24401.0,6685.0,1244000,West,3.6501121914734482
2336,Zakarpattia Oblast,2014,Soybean,13818.0,5849.0,1244000,West,
2337,Zakarpattia Oblast,2014,Potatoes,112991.0,8842.0,1244000,West,12.778896177335444
2338,Zakarpattia Oblast,2015,Wheat,21127.0,5326.0,1244000,West,3.9667668043559896
2339,Zakarpattia Oblast,2015,Barley,25080.0,7585.0,1244000,West,3.3065260382333554
2340,zakarpattia reg.,2015,Corn,54694.0,7607.0,1244000,West,7.189956618903642
2341,Zakarpattia Oblast,2015,sunflower,15047.0,6466.0,1244000,West,2.327095576863594
2342,Zakarpattia Oblast,2015,Rye,17604.0,5484.0,1244000,West,3.210065645514223
2343,Zakarpattia Oblast,2015,Soybean,11489.0,5334.0,1244000,West,2.153918260217473
2344,Zakarpattia Oblast,2015,Potatoes,68607.0,6877.0,1244000,West,9.97629780427512
2345,Zakarpattia Oblast,2016,Wheat,19105.0,3637.0,1244000,West,5.252955732746769
2346,Zakarpattia Oblast,2016,Barley,28075.0,7694.0,1244000,West,
2347,Zakarpattia Oblast,2016,Corn,30871.0,4766.0,1244000,West,
2348,Zakarpattia Oblast,2016,Sunflower,9487.0,5456.0,1244000,West,1.7388196480938416
2349,Zakarpattia Oblast,2016,Rye,19356.0,6766.0,1244000,West,2.860774460537984
